Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,90s,Ast,xAG,KP,PrgP,TB,Crs,CK,Succ,Att_stats_possession,PrgR,SCA90,GCA90,Tkl,TklW,Int,Blocks_stats_defense,Clr,Err,Ast_p90,xAG_p90,KP_p90,PrgP_p90,TB_p90,Crs_p90,CK_p90,Succ_p90,Att_stats_possession_p90,PrgR_p90,Tkl_p90,TklW_p90,Int_p90,Blocks_stats_defense_p90,Clr_p90,Err_p90
Yunis Abdelhamid,ma MAR,DF,Saint-Étienne,fr Ligue 1,36.0,16,11,1033,11.5,0,0.1,2,22,0,0,0,3,7,3,0.55,0.0,17,11,14,26,57,1,0.0,0.009,0.174,1.913,0.0,0.0,0.0,0.261,0.609,0.261,1.478,0.957,1.217,2.261,4.957,0.087
Mohamed Abdelmoneim,eg EGY,DF,Nice,fr Ligue 1,25.0,12,10,855,9.5,0,0.0,0,52,0,2,0,1,4,5,0.84,0.0,21,14,15,11,56,1,0.0,0.0,0.0,5.474,0.0,0.211,0.0,0.105,0.421,0.526,2.211,1.474,1.579,1.158,5.895,0.105
Ali Abdi,tn TUN,"DF,MF",Nice,fr Ligue 1,30.0,25,17,1393,15.5,2,1.9,20,42,0,51,0,12,29,101,2.91,0.19,43,25,20,20,37,0,0.129,0.123,1.29,2.71,0.0,3.29,0.0,0.774,1.871,6.516,2.774,1.613,1.29,1.29,2.387,0.0
Abel,es ESP,DF,Osasuna,es La Liga,23.0,35,20,2074,23.0,0,1.0,16,77,3,85,0,18,35,92,1.69,0.17,61,37,18,29,64,2,0.0,0.043,0.696,3.348,0.13,3.696,0.0,0.783,1.522,4.0,2.652,1.609,0.783,1.261,2.783,0.087
Abner,br BRA,DF,Lyon,fr Ligue 1,24.0,19,12,1090,12.1,1,1.1,11,66,1,31,6,6,12,55,2.06,0.08,29,20,5,15,41,0,0.083,0.091,0.909,5.455,0.083,2.562,0.496,0.496,0.992,4.545,2.397,1.653,0.413,1.24,3.388,0.0
Abdel Abqar,ma MAR,DF,Alavés,es La Liga,25.0,29,29,2463,27.4,1,0.3,8,79,1,5,0,3,4,4,0.91,0.11,36,23,39,28,146,1,0.036,0.011,0.292,2.883,0.036,0.182,0.0,0.109,0.146,0.146,1.314,0.839,1.423,1.022,5.328,0.036
Francesco Acerbi,it ITA,DF,Inter,it Serie A,36.0,23,20,1710,19.0,1,0.6,9,62,0,10,0,3,4,22,1.05,0.05,23,19,26,22,81,0,0.053,0.032,0.474,3.263,0.0,0.526,0.0,0.158,0.211,1.158,1.211,1.0,1.368,1.158,4.263,0.0
Tosin Adarabioyo,eng ENG,DF,Chelsea,eng Premier League,26.0,22,15,1409,15.7,1,0.2,1,42,2,0,0,4,6,1,0.96,0.06,17,13,11,9,80,0,0.064,0.013,0.064,2.675,0.127,0.0,0.0,0.255,0.382,0.064,1.083,0.828,0.701,0.573,5.096,0.0
Emmanuel Agbadou,ci CIV,DF,Wolves,eng Premier League,27.0,16,16,1410,15.7,0,0.2,4,31,1,2,0,10,13,2,1.09,0.19,30,19,12,19,90,0,0.0,0.013,0.255,1.975,0.064,0.127,0.0,0.637,0.828,0.127,1.911,1.21,0.764,1.21,5.732,0.0
Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,27.0,14,14,1260,14.0,0,0.3,8,77,3,1,0,9,12,0,1.5,0.07,25,17,19,22,64,1,0.0,0.021,0.571,5.5,0.214,0.071,0.0,0.643,0.857,0.0,1.786,1.214,1.357,1.571,4.571,0.071
Felix Agu,ng NGA,DF,Werder Bremen,de Bundesliga,24.0,22,21,1751,19.5,0,1.8,20,43,0,49,0,9,35,105,1.8,0.05,30,14,21,27,48,0,0.0,0.092,1.026,2.205,0.0,2.513,0.0,0.462,1.795,5.385,1.538,0.718,1.077,1.385,2.462,0.0
Nayef Aguerd,ma MAR,DF,Real Sociedad,es La Liga,28.0,21,21,1760,19.6,0,0.1,5,75,0,2,0,5,10,1,0.82,0.05,30,24,13,21,91,0,0.0,0.005,0.255,3.827,0.0,0.102,0.0,0.255,0.51,0.051,1.531,1.224,0.663,1.071,4.643,0.0
Ruben Aguilar,fr FRA,"DF,MF",Lens,fr Ligue 1,31.0,16,13,1124,12.5,2,1.9,11,74,2,47,0,9,21,101,2.08,0.4,34,18,13,25,23,0,0.16,0.152,0.88,5.92,0.16,3.76,0.0,0.72,1.68,8.08,2.72,1.44,1.04,2.0,1.84,0.0
Joseph Aidoo,gh GHA,DF,Valladolid,es La Liga,28.0,8,6,583,6.5,0,0.0,0,14,0,0,0,1,1,0,0.15,0.0,5,5,5,8,26,1,0.0,0.0,0.0,2.154,0.0,0.0,0.0,0.154,0.154,0.0,0.769,0.769,0.769,1.231,4.0,0.154
Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,27.0,35,35,2995,33.3,1,1.4,16,107,0,59,0,33,72,67,1.86,0.12,55,42,33,34,115,4,0.03,0.042,0.48,3.213,0.0,1.772,0.0,0.991,2.162,2.012,1.652,1.261,0.991,1.021,3.453,0.12
Rayan Aït-Nouri,dz ALG,DF,Wolves,eng Premier League,23.0,37,37,3109,34.5,7,5.5,46,108,3,94,30,63,137,176,2.63,0.35,89,57,26,42,75,2,0.203,0.159,1.333,3.13,0.087,2.725,0.87,1.826,3.971,5.101,2.58,1.652,0.754,1.217,2.174,0.058
Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,26.0,24,17,1438,16.0,0,1.2,8,56,0,14,0,7,16,44,1.13,0.13,26,18,12,17,50,0,0.0,0.075,0.5,3.5,0.0,0.875,0.0,0.438,1.0,2.75,1.625,1.125,0.75,1.062,3.125,0.0
Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,29.0,26,23,2014,22.4,0,0.4,9,158,4,11,0,2,2,7,1.65,0.13,19,12,9,11,64,3,0.0,0.018,0.402,7.054,0.179,0.491,0.0,0.089,0.089,0.312,0.848,0.536,0.402,0.491,2.857,0.134
Ümit Akdag,ro ROU,DF,Toulouse,fr Ligue 1,20.0,9,6,500,5.6,0,0.1,2,29,1,3,0,1,1,9,0.9,0.0,8,4,11,10,19,0,0.0,0.018,0.357,5.179,0.179,0.536,0.0,0.179,0.179,1.607,1.429,0.714,1.964,1.786,3.393,0.0
Nathan Aké,nl NED,DF,Manchester City,eng Premier League,29.0,10,8,678,7.5,0,0.0,1,50,0,1,0,1,1,2,1.06,0.0,9,7,3,7,22,1,0.0,0.0,0.133,6.667,0.0,0.133,0.0,0.133,0.133,0.267,1.2,0.933,0.4,0.933,2.933,0.133
Sergio Akieme,es ESP,DF,Reims,fr Ligue 1,26.0,30,29,2523,28.0,3,2.5,21,86,0,94,11,13,31,97,1.32,0.11,34,23,17,26,97,4,0.107,0.089,0.75,3.071,0.0,3.357,0.393,0.464,1.107,3.464,1.214,0.821,0.607,0.929,3.464,0.143
Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,22.0,31,29,2486,27.6,1,0.9,8,74,0,25,2,8,23,24,0.8,0.14,55,34,42,38,141,2,0.036,0.033,0.29,2.681,0.0,0.906,0.072,0.29,0.833,0.87,1.993,1.232,1.522,1.377,5.109,0.072
Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,29.0,32,23,2220,24.7,0,0.3,7,98,1,12,0,8,15,16,1.09,0.04,54,27,29,65,115,1,0.0,0.012,0.283,3.968,0.04,0.486,0.0,0.324,0.607,0.648,2.186,1.093,1.174,2.632,4.656,0.04
Raúl Albiol,es ESP,DF,Villarreal,es La Liga,38.0,15,14,1188,13.2,0,0.0,0,34,1,0,0,0,0,0,0.38,0.23,10,9,6,10,69,1,0.0,0.0,0.0,2.576,0.076,0.0,0.0,0.0,0.0,0.0,0.758,0.682,0.455,0.758,5.227,0.076
Omar Alderete,py PAR,DF,Getafe,es La Liga,27.0,34,34,2971,33.0,0,0.9,11,112,3,6,0,18,28,7,1.12,0.12,43,29,40,38,241,1,0.0,0.027,0.333,3.394,0.091,0.182,0.0,0.545,0.848,0.212,1.303,0.879,1.212,1.152,7.303,0.03
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,25.0,33,28,2365,26.3,6,7.3,52,232,12,153,55,17,37,94,3.73,0.38,72,50,31,26,55,4,0.228,0.278,1.977,8.821,0.456,5.817,2.091,0.646,1.407,3.574,2.738,1.901,1.179,0.989,2.091,0.152
Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,33.0,31,29,2647,29.4,0,1.3,21,215,2,42,15,16,25,49,1.56,0.2,35,21,34,22,126,4,0.0,0.044,0.714,7.313,0.068,1.429,0.51,0.544,0.85,1.667,1.19,0.714,1.156,0.748,4.286,0.136
Giorgio Altare,it ITA,DF,Venezia,it Serie A,25.0,12,8,753,8.4,0,0.1,1,20,0,7,0,5,6,5,0.6,0.0,13,12,17,21,49,0,0.0,0.012,0.119,2.381,0.0,0.833,0.0,0.595,0.714,0.595,1.548,1.429,2.024,2.5,5.833,0.0
Adrià Altimira,es ESP,"DF,FW",Leganés,es La Liga,23.0,22,19,1630,18.1,0,0.5,11,42,2,28,0,10,31,69,1.16,0.06,41,24,15,15,54,2,0.0,0.028,0.608,2.32,0.11,1.547,0.0,0.552,1.713,3.812,2.265,1.326,0.829,0.829,2.983,0.11
Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,21.0,26,16,1572,17.5,3,1.1,17,60,0,31,10,32,72,171,2.63,0.52,26,9,8,19,29,1,0.171,0.063,0.971,3.429,0.0,1.771,0.571,1.829,4.114,9.771,1.486,0.514,0.457,1.086,1.657,0.057
Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,29.0,21,20,1781,19.8,0,0.2,4,105,1,3,0,6,9,0,0.91,0.1,25,13,34,10,129,1,0.0,0.01,0.202,5.303,0.051,0.152,0.0,0.303,0.455,0.0,1.263,0.657,1.717,0.505,6.515,0.051
Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,30.0,11,8,790,8.8,0,0.2,6,36,0,15,0,7,13,21,1.59,0.11,24,17,7,10,18,0,0.0,0.023,0.682,4.091,0.0,1.705,0.0,0.795,1.477,2.386,2.727,1.932,0.795,1.136,2.045,0.0
Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,26.0,30,23,2165,24.1,0,0.8,13,73,4,37,0,13,22,77,1.58,0.04,55,31,13,18,85,0,0.0,0.033,0.539,3.029,0.166,1.535,0.0,0.539,0.913,3.195,2.282,1.286,0.539,0.747,3.527,0.0
Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,28.0,30,27,2437,27.1,3,3.3,24,140,1,37,0,14,27,100,1.74,0.22,49,31,18,21,70,4,0.111,0.122,0.886,5.166,0.037,1.365,0.0,0.517,0.996,3.69,1.808,1.144,0.664,0.775,2.583,0.148
Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,28.0,29,29,2583,28.7,0,0.5,4,112,0,12,0,4,6,2,1.23,0.07,27,18,34,37,188,1,0.0,0.017,0.139,3.902,0.0,0.418,0.0,0.139,0.209,0.07,0.941,0.627,1.185,1.289,6.551,0.035
Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,29.0,23,19,1598,17.8,2,0.3,9,65,2,12,0,2,5,17,1.86,0.23,24,12,29,16,23,0,0.112,0.017,0.506,3.652,0.112,0.674,0.0,0.112,0.281,0.955,1.348,0.674,1.629,0.899,1.292,0.0
Angeliño,es ESP,DF,Roma,it Serie A,27.0,38,36,3177,35.3,1,3.7,50,172,3,116,11,11,27,172,2.52,0.2,46,24,28,33,98,0,0.028,0.105,1.416,4.873,0.085,3.286,0.312,0.312,0.765,4.873,1.303,0.68,0.793,0.935,2.776,0.0
Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,28.0,26,22,1949,21.7,2,0.8,6,117,2,24,0,20,24,28,1.9,0.23,34,21,30,33,112,1,0.092,0.037,0.276,5.392,0.092,1.106,0.0,0.922,1.106,1.29,1.567,0.968,1.382,1.521,5.161,0.046
Dennis Appiah,fr FRA,DF,Saint-Étienne,fr Ligue 1,32.0,29,22,2128,23.6,1,2.1,13,108,3,52,0,20,43,110,1.61,0.13,71,43,29,36,89,2,0.042,0.089,0.551,4.576,0.127,2.203,0.0,0.847,1.822,4.661,3.008,1.822,1.229,1.525,3.771,0.085
Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,22.0,35,28,2460,27.3,1,1.1,15,97,0,45,0,8,37,53,1.21,0.07,102,70,30,40,98,0,0.037,0.04,0.549,3.553,0.0,1.648,0.0,0.293,1.355,1.941,3.736,2.564,1.099,1.465,3.59,0.0
Julian Araujo,mx MEX,DF,Bournemouth,eng Premier League,22.0,12,7,497,5.5,0,0.1,1,14,0,9,0,0,1,22,0.91,0.0,10,5,6,3,18,0,0.0,0.018,0.182,2.545,0.0,1.636,0.0,0.0,0.182,4.0,1.818,0.909,1.091,0.545,3.273,0.0
Ronald Araújo,uy URU,DF,Barcelona,es La Liga,25.0,12,11,754,8.4,1,0.4,4,49,0,0,0,0,1,3,1.43,0.24,12,9,9,6,25,0,0.119,0.048,0.476,5.833,0.0,0.0,0.0,0.0,0.119,0.357,1.429,1.071,1.071,0.714,2.976,0.0
Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,28.0,28,25,2047,22.7,1,1.4,17,70,2,55,1,8,18,79,1.63,0.13,52,35,27,24,83,3,0.044,0.062,0.749,3.084,0.088,2.423,0.044,0.352,0.793,3.48,2.291,1.542,1.189,1.057,3.656,0.132
Jesús Areso,es ESP,DF,Osasuna,es La Liga,25.0,36,35,3079,34.2,3,3.5,30,106,0,169,1,24,64,203,2.13,0.26,53,38,8,26,92,0,0.088,0.102,0.877,3.099,0.0,4.942,0.029,0.702,1.871,5.936,1.55,1.111,0.234,0.76,2.69,0.0
Joe Aribo,ng NGA,"MF,DF",Southampton,eng Premier League,28.0,32,21,2013,22.4,0,1.6,16,75,2,10,0,21,49,65,1.66,0.04,47,33,20,28,32,3,0.0,0.071,0.714,3.348,0.089,0.446,0.0,0.938,2.188,2.902,2.098,1.473,0.893,1.25,1.429,0.134
Arthur,br BRA,DF,Leverkusen,de Bundesliga,21.0,20,7,752,8.4,1,0.4,2,25,0,16,0,5,24,53,0.84,0.12,14,11,9,8,29,0,0.119,0.048,0.238,2.976,0.0,1.905,0.0,0.595,2.857,6.31,1.667,1.31,1.071,0.952,3.452,0.0
Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,21.0,23,18,1670,18.6,1,0.6,6,27,1,0,0,6,9,4,0.65,0.05,22,16,16,11,88,2,0.054,0.032,0.323,1.452,0.054,0.0,0.0,0.323,0.484,0.215,1.183,0.86,0.86,0.591,4.731,0.108
Lorenz Assignon,tg TOG,"DF,MF",Rennes,fr Ligue 1,24.0,32,27,2357,26.2,4,3.5,29,116,3,70,1,28,77,206,2.56,0.38,49,27,25,20,74,0,0.153,0.134,1.107,4.427,0.115,2.672,0.038,1.069,2.939,7.863,1.87,1.031,0.954,0.763,2.824,0.0
Tommaso Augello,it ITA,DF,Cagliari,it Serie A,29.0,38,30,2713,30.1,7,4.6,39,118,0,207,57,24,43,113,2.42,0.36,49,28,16,23,109,2,0.233,0.153,1.296,3.92,0.0,6.877,1.894,0.797,1.429,3.754,1.628,0.93,0.532,0.764,3.621,0.066
Carlos Augusto,br BRA,DF,Inter,it Serie A,25.0,28,15,1625,18.1,2,1.6,9,80,2,19,0,7,12,83,1.28,0.16,29,14,9,21,50,0,0.11,0.088,0.497,4.42,0.11,1.05,0.0,0.387,0.663,4.586,1.602,0.773,0.497,1.16,2.762,0.0
Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,23.0,26,16,1553,17.3,2,0.9,7,93,2,8,0,3,15,44,1.1,0.22,17,11,17,23,64,1,0.116,0.052,0.405,5.376,0.116,0.462,0.0,0.173,0.867,2.543,0.983,0.636,0.983,1.329,3.699,0.058
Adam Aznou,ma MAR,DF,Valladolid,es La Liga,18.0,13,10,876,9.7,0,0.3,6,25,0,12,2,19,41,26,1.64,0.0,28,21,10,24,30,0,0.0,0.031,0.619,2.577,0.0,1.237,0.206,1.959,4.227,2.68,2.887,2.165,1.031,2.474,3.093,0.0
César Azpilicueta,es ESP,DF,Atlético Madrid,es La Liga,34.0,14,10,875,9.7,0,0.1,3,66,1,5,0,1,2,20,0.82,0.1,25,14,5,10,32,0,0.0,0.01,0.309,6.804,0.103,0.515,0.0,0.103,0.206,2.062,2.577,1.443,0.515,1.031,3.299,0.0
Loïc Bade,fr FRA,DF,Sevilla,es La Liga,24.0,32,31,2686,29.8,1,0.7,4,62,1,8,0,17,22,6,0.77,0.07,47,27,29,22,162,2,0.034,0.023,0.134,2.081,0.034,0.268,0.0,0.57,0.738,0.201,1.577,0.906,0.973,0.738,5.436,0.067
Juma Bah,sl SLE,DF,Valladolid,es La Liga,18.0,12,10,864,9.6,0,0.0,1,13,0,0,0,3,4,1,0.21,0.0,10,7,12,15,60,0,0.0,0.0,0.104,1.354,0.0,0.0,0.0,0.312,0.417,0.104,1.042,0.729,1.25,1.562,6.25,0.0
Juma Bah,sl SLE,DF,Lens,fr Ligue 1,18.0,10,8,686,7.6,0,0.2,2,9,0,0,0,3,3,1,0.92,0.0,16,10,17,10,47,1,0.0,0.026,0.263,1.184,0.0,0.0,0.0,0.395,0.395,0.132,2.105,1.316,2.237,1.316,6.184,0.132
Eric Bailly,ci CIV,DF,Villarreal,es La Liga,30.0,12,8,617,6.9,0,0.0,0,18,0,0,0,3,3,0,0.29,0.0,12,4,6,12,29,0,0.0,0.0,0.0,2.609,0.0,0.0,0.0,0.435,0.435,0.0,1.739,0.58,0.87,1.739,4.203,0.0
Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,es La Liga,19.0,14,12,969,10.8,0,0.2,7,39,0,4,1,11,24,9,1.3,0.09,29,14,15,25,26,1,0.0,0.019,0.648,3.611,0.0,0.37,0.093,1.019,2.222,0.833,2.685,1.296,1.389,2.315,2.407,0.093
Mitchel Bakker,nl NED,"FW,DF",Lille,fr Ligue 1,24.0,24,14,1139,12.7,2,2.7,23,57,2,68,22,11,21,120,3.13,0.31,23,13,12,10,15,0,0.157,0.213,1.811,4.488,0.157,5.354,1.732,0.866,1.654,9.449,1.811,1.024,0.945,0.787,1.181,0.0
Ridle Baku,de GER,"DF,MF",RB Leipzig,de Bundesliga,26.0,19,15,1275,14.2,3,1.5,14,41,5,34,0,16,24,97,2.12,0.42,24,19,9,18,45,0,0.211,0.106,0.986,2.887,0.352,2.394,0.0,1.127,1.69,6.831,1.69,1.338,0.634,1.268,3.169,0.0
Dilane Bakwa,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,21.0,30,29,2497,27.7,8,6.6,47,129,11,153,62,50,127,249,3.97,0.58,26,14,15,21,27,0,0.289,0.238,1.697,4.657,0.397,5.523,2.238,1.805,4.585,8.989,0.939,0.505,0.542,0.758,0.975,0.0
Alejandro Balde,es ESP,DF,Barcelona,es La Liga,20.0,32,26,2284,25.4,4,3.4,26,93,3,67,0,46,110,246,2.99,0.47,18,10,5,24,27,0,0.157,0.134,1.024,3.661,0.118,2.638,0.0,1.811,4.331,9.685,0.709,0.394,0.197,0.945,1.063,0.0
Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,25.0,27,27,2273,25.3,0,0.7,8,105,3,2,0,22,32,5,1.07,0.12,54,39,38,25,72,4,0.0,0.028,0.316,4.15,0.119,0.079,0.0,0.87,1.265,0.198,2.134,1.542,1.502,0.988,2.846,0.158
Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,32.0,25,12,1200,13.3,0,0.5,7,46,0,19,0,3,6,21,1.43,0.08,17,14,13,16,39,0,0.0,0.038,0.526,3.459,0.0,1.429,0.0,0.226,0.451,1.579,1.278,1.053,0.977,1.203,2.932,0.0
Fodé Ballo-Touré,sn SEN,"DF,MF",Le Havre,fr Ligue 1,27.0,10,9,589,6.5,0,0.1,1,13,0,21,1,5,14,14,0.61,0.15,8,7,4,8,27,0,0.0,0.015,0.154,2.0,0.0,3.231,0.154,0.769,2.154,2.154,1.231,1.077,0.615,1.231,4.154,0.0
Botond Balogh,hu HUN,DF,Parma,it Serie A,22.0,29,23,2053,22.8,1,0.1,2,37,0,1,0,0,0,1,0.35,0.09,36,16,25,34,141,2,0.044,0.004,0.088,1.623,0.0,0.044,0.0,0.0,0.0,0.044,1.579,0.702,1.096,1.491,6.184,0.088
Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,34.0,19,16,1510,16.8,0,0.3,6,16,1,5,0,2,2,3,0.6,0.0,22,12,19,14,79,0,0.0,0.018,0.357,0.952,0.06,0.298,0.0,0.119,0.119,0.179,1.31,0.714,1.131,0.833,4.702,0.0
Mattia Bani,it ITA,DF,Genoa,it Serie A,30.0,20,19,1507,16.7,0,0.2,2,25,0,4,0,2,5,3,0.42,0.12,19,10,22,13,85,2,0.0,0.012,0.12,1.497,0.0,0.24,0.0,0.12,0.299,0.18,1.138,0.599,1.317,0.778,5.09,0.12
Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,20.0,14,14,1157,12.9,2,1.5,8,64,2,31,2,9,20,55,1.56,0.47,36,22,13,8,28,1,0.155,0.116,0.62,4.961,0.155,2.403,0.155,0.698,1.55,4.264,2.791,1.705,1.008,0.62,2.171,0.078
Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,23.0,24,22,1938,21.5,1,1.9,15,88,4,60,1,22,49,95,2.28,0.19,53,36,29,38,60,3,0.047,0.088,0.698,4.093,0.186,2.791,0.047,1.023,2.279,4.419,2.465,1.674,1.349,1.767,2.791,0.14
Marc Bartra,es ESP,DF,Betis,es La Liga,33.0,25,23,2099,23.3,1,0.2,4,68,3,1,0,7,15,1,0.56,0.13,33,19,33,41,148,0,0.043,0.009,0.172,2.918,0.129,0.043,0.0,0.3,0.644,0.043,1.416,0.815,1.416,1.76,6.352,0.0
Federico Baschirotto,it ITA,DF,Lecce,it Serie A,27.0,38,38,3420,38.0,0,0.2,4,71,0,5,0,4,5,5,0.45,0.03,37,25,23,44,237,2,0.0,0.005,0.105,1.868,0.0,0.132,0.0,0.105,0.132,0.132,0.974,0.658,0.605,1.158,6.237,0.053
Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24.0,35,34,3074,34.2,0,0.1,3,116,0,8,0,15,33,15,0.67,0.09,54,34,20,40,118,8,0.0,0.003,0.088,3.392,0.0,0.234,0.0,0.439,0.965,0.439,1.579,0.994,0.585,1.17,3.45,0.234
Alessandro Bastoni,it ITA,DF,Inter,it Serie A,25.0,32,30,2333,25.9,5,2.3,27,162,3,61,0,7,16,83,2.66,0.41,46,23,21,25,52,1,0.193,0.089,1.042,6.255,0.116,2.355,0.0,0.27,0.618,3.205,1.776,0.888,0.811,0.965,2.008,0.039
Dylan Batubinsika,cd COD,DF,Saint-Étienne,fr Ligue 1,28.0,25,22,2016,22.4,0,0.2,4,51,1,1,0,6,9,1,0.4,0.0,26,13,39,23,140,3,0.0,0.009,0.179,2.277,0.045,0.045,0.0,0.268,0.402,0.045,1.161,0.58,1.741,1.027,6.25,0.134
Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,24.0,11,8,658,7.3,0,0.1,2,30,0,4,0,0,0,7,0.55,0.0,14,8,6,10,35,1,0.0,0.014,0.274,4.11,0.0,0.548,0.0,0.0,0.0,0.959,1.918,1.096,0.822,1.37,4.795,0.137
Timo Becker,de GER,DF,Holstein Kiel,de Bundesliga,27.0,30,28,2445,27.2,2,0.8,6,57,1,22,0,12,26,38,1.1,0.29,53,33,17,30,110,1,0.074,0.029,0.221,2.096,0.037,0.809,0.0,0.441,0.956,1.397,1.949,1.213,0.625,1.103,4.044,0.037
Jan Bednarek,pl POL,DF,Southampton,eng Premier League,28.0,30,30,2531,28.1,0,0.5,5,60,0,1,0,3,3,2,0.57,0.0,36,19,56,47,190,5,0.0,0.018,0.178,2.135,0.0,0.036,0.0,0.107,0.107,0.071,1.281,0.676,1.993,1.673,6.762,0.178
Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,32.0,18,15,1436,16.0,1,1.0,5,38,0,0,0,2,6,5,0.63,0.19,22,12,28,16,107,1,0.062,0.062,0.312,2.375,0.0,0.0,0.0,0.125,0.375,0.312,1.375,0.75,1.75,1.0,6.688,0.062
Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,24.0,34,27,2402,26.7,9,4.7,34,87,0,156,22,21,48,191,2.1,0.41,24,14,18,12,45,0,0.337,0.176,1.273,3.258,0.0,5.843,0.824,0.787,1.798,7.154,0.899,0.524,0.674,0.449,1.685,0.0
Héctor Bellerín,es ESP,DF,Betis,es La Liga,29.0,9,6,580,6.4,2,2.0,8,24,2,10,0,6,8,22,1.86,0.31,13,7,6,5,21,0,0.312,0.312,1.25,3.75,0.312,1.562,0.0,0.938,1.25,3.438,2.031,1.094,0.938,0.781,3.281,0.0
Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,29.0,31,23,2022,22.5,6,3.2,15,128,4,36,14,5,18,58,1.74,0.45,51,25,33,42,86,1,0.267,0.142,0.667,5.689,0.178,1.6,0.622,0.222,0.8,2.578,2.267,1.111,1.467,1.867,3.822,0.044
Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,20.0,25,22,2011,22.3,0,0.4,8,131,1,3,0,1,1,0,0.98,0.13,38,31,21,16,63,3,0.0,0.018,0.359,5.874,0.045,0.135,0.0,0.045,0.045,0.0,1.704,1.39,0.942,0.717,2.825,0.135
Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,34.0,30,22,2044,22.7,2,2.2,18,161,0,42,0,6,16,66,1.76,0.09,33,21,27,25,72,3,0.088,0.097,0.793,7.093,0.0,1.85,0.0,0.264,0.705,2.907,1.454,0.925,1.189,1.101,3.172,0.132
Bernardo,br BRA,DF,Bochum,de Bundesliga,29.0,21,19,1782,19.8,0,0.7,4,100,0,14,0,3,5,14,1.11,0.0,46,28,26,38,103,4,0.0,0.035,0.202,5.051,0.0,0.707,0.0,0.152,0.253,0.707,2.323,1.414,1.313,1.919,5.202,0.202
Juan Bernat,es ESP,"MF,DF",Getafe,es La Liga,31.0,14,9,699,7.8,1,0.7,7,14,0,13,0,12,23,36,1.29,0.13,19,13,2,9,12,0,0.128,0.09,0.897,1.795,0.0,1.667,0.0,1.538,2.949,4.615,2.436,1.667,0.256,1.154,1.538,0.0
Maxime Bernauer,fr FRA,DF,Saint-Étienne,fr Ligue 1,26.0,11,9,763,8.5,0,0.0,1,41,1,0,0,2,3,0,1.0,0.0,9,9,5,7,44,1,0.0,0.0,0.118,4.824,0.118,0.0,0.0,0.235,0.353,0.0,1.059,1.059,0.588,0.824,5.176,0.118
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,eng Premier League,21.0,30,29,2482,27.6,1,1.4,18,70,1,97,17,8,18,78,1.52,0.11,87,51,42,38,75,3,0.036,0.051,0.652,2.536,0.036,3.514,0.616,0.29,0.652,2.826,3.152,1.848,1.522,1.377,2.717,0.109
Juan Berrocal,es ESP,DF,Getafe,es La Liga,25.0,19,11,1063,11.8,0,0.0,1,25,0,0,0,0,0,1,0.51,0.08,14,7,15,6,59,0,0.0,0.0,0.085,2.119,0.0,0.0,0.0,0.0,0.0,0.085,1.186,0.593,1.271,0.508,5.0,0.0
Sam Beukema,nl NED,DF,Bologna,it Serie A,25.0,35,33,3012,33.5,1,0.9,10,153,3,8,0,1,2,9,1.08,0.18,54,29,30,36,111,0,0.03,0.027,0.299,4.567,0.09,0.239,0.0,0.03,0.06,0.269,1.612,0.866,0.896,1.075,3.313,0.0
